rider_id,first_completed_trip,lifetime_trips,first_trip_city_id,lifetime_payments
a67b-011c,11/15/08,981,1032,8313.368
b156-3394,4/23/12,7,1032,43.608
b545-55e8,10/2/11,157,1032,1155.152
be70-21aa,4/5/10,272,1004,1884.816
dad1-83a1,8/29/09,849,1032,9049.744
e039-a51f,2/20/11,19,1032,155.24
e45a-fff7,12/5/09,11,1032,110.736
9508-8573,5/2/11,100,1032,573.12
cb96-2bbc,5/24/07,2371,1032,27359.776
d782-c32f,5/16/11,48,1032,683.592
40b8-8595,2/11/12,7,1084,39.664
437a-bec9,7/7/10,82,1276,388.413560381911
891b-488a,1/9/10,191,1032,1857.712
b819-b936,7/18/07,830,1032,13195.736
ca68-f01b,10/22/11,191,1004,2450.52
d392-0195,12/14/09,22,1020,364.8
040f-5ac0,7/14/11,81,1042,670.704
1850-bf17,3/14/12,6,1032,44.408
21fd-3c9f,1/20/07,536,1032,5486.336
2d17-83bb,9/11/10,107,1032,1019.808
36ff-f531,10/24/10,111,1032,963.352
55a0-cefa,12/2/11,195,1032,1258.424
5a22-2ec8,9/9/09,107,1032,2276.56154162157
6448-c730,9/12/10,89,1578,1391.184
a8a8-e790,4/1/09,73,1032,898.032
b297-e67d,9/7/11,314,1032,2772.888
d5b7-9bf5,7/14/07,1374,1032,11759.432
d818-fe3b,3/30/10,167,1032,1304.424
d8d8-edf2,7/31/11,66,1716,629.599504787863
f3b1-7c22,1/1/08,887,1032,11108.680779871
041a-058e,6/28/10,38,1032,427.104
09b3-76bb,4/7/08,108,1032,3468.06233205792
d135-f362,4/12/08,924,1032,7795.08
d2c3-a6f3,12/28/08,1414,1032,10789.0010498436
23b0-1986,7/9/08,357,1004,4552.34943691778
4c84-6166,8/23/11,100,1032,678.904
6f3b-6068,5/4/12,3,1032,31.272
75f1-cc27,10/24/08,183,1024,1557.52
8c14-8027,1/29/12,14,1288,149.6
d369-4da9,10/25/08,778,1032,6784.072
de9f-7f42,8/27/09,377,1032,3631.472
00a6-e688,8/12/07,200,1032,3021.032
371a-8033,2/18/09,19,1020,312.288
3958-82bd,3/17/10,396,1424,6735.08
6b92-10ee,2/7/09,484,1032,3838.896
707d-0747,3/20/09,193,1020,2337.264
990c-1b08,2/24/08,252,1028,3390.256
a088-ca94,5/9/11,35,1066,362.392
a09a-c667,9/17/09,497,1032,3646.01780352864
c403-eea5,5/4/12,4,1032,31.312
1283-0164,4/4/10,399,1032,2659.776
193c-6a2a,11/13/09,319,1048,3215.448
f244-df38,6/1/11,187,1032,1766.24
f429-4471,10/7/11,105,1032,1013.264
0739-8e59,6/28/08,191,1032,2198.04
118e-7a0e,5/8/10,107,1058,1301.75493159569
2ed3-929b,10/25/08,231,1032,2298.728
a62b-ecbe,8/5/07,1305,1032,13392.072
d364-6589,9/23/09,295,1032,2464.416
0e42-56d6,12/6/10,73,1032,1294.872
2c5c-df55,11/30/08,428,1032,3450.872
3e9b-3e68,2/6/11,219,1032,1380.8
3eeb-c4b2,8/4/11,10,1024,118.744
4940-a616,12/31/11,125,1032,802.16
548b-0ba5,2/24/10,171,1032,2104
5f51-6ef7,3/29/11,16,1032,247.88
8028-ef78,6/11/10,92,1814,1087.6
accf-0a77,12/19/09,381,1032,3376.27435658915
0a50-cec5,8/15/08,455,1032,3355.95030091683
1b2c-2571,7/10/10,2,1814,27.552
7d13-b45f,8/7/11,23,1032,143.624
8fd4-2133,9/1/09,640,1032,4329.816
9f6b-31e9,4/19/08,87,1032,931.448
537c-e6b8,11/5/09,283,1636,2746.008
5a43-c7b4,6/5/08,267,1032,2440.64448549149
6c32-e950,6/14/11,29,1032,260.688
81b4-9d4e,4/23/08,248,1032,2188.992
a54a-6f5e,1/29/10,313,1032,3035.98515340981
a6e4-69c2,8/7/07,414,1032,3927.512
0031-1ad3,9/3/08,785,1032,11973.7719585799
11ac-eedf,5/1/10,23,1972,273.152
2702-7cef,1/22/11,67,1048,1070.72616176757
b761-dcf6,1/7/09,189,1032,1924.536
c469-88a8,5/25/09,351,1032,2169.8
d4a2-6b96,10/17/10,96,1032,962.352
d95d-6542,12/12/09,9,1032,97.4
10cb-3c0d,1/29/09,544,1032,4395.016
196a-50bf,3/7/10,100,1032,816.106735083891
42d1-ff38,1/6/07,2027,1032,15354.4693620813
77a2-2ee2,11/6/10,59,1666,533.2
90f4-f994,4/4/08,539,1032,4947.376
131c-f660,8/25/11,165,1032,1655.688
1eda-7061,11/16/10,22,1032,174.36
62f3-7838,10/6/10,89,1032,1011.552
8a6e-9efb,8/10/10,258,1032,2593.232
8ced-0d87,12/2/10,33,1032,431.040245544887
f3dc-c260,6/27/11,82,1032,435.592
2fc2-1819,7/16/11,17,1070,156.552
7fda-92eb,10/29/09,69,1032,1105.552
cbcd-af3d,10/24/09,116,1032,817.024
ce4b-a725,10/24/09,130,1926,1434.21589334504
ec6b-f4d9,1/7/10,30,1032,263.344
44b1-224b,5/20/09,207,1032,2575.984
5d34-91f9,2/14/09,193,1032,1947.48
6f48-3dcd,7/24/11,117,1032,854.232
84db-0b45,7/9/11,31,1032,193.728
8b90-87ff,5/11/10,118,1032,998.68
93f3-3eba,4/21/12,1,1032,57.568
bf5a-1b9a,1/17/09,358,1032,2920.24
fe5d-7bed,5/3/12,3,1032,28.472
06ea-97ad,11/23/11,36,1032,294.328
2bee-9650,10/19/09,221,1032,2079.36
83ca-04af,3/1/08,455,1032,4786.168
86ab-36c1,12/8/07,95,1032,1173.056
ea07-3aaf,11/29/09,452,1032,4316.776
f71c-61ee,6/2/11,72,1032,634.808
27b6-bdaf,12/21/08,426,1032,5430.8775823772
46e3-12b2,4/30/09,401,1032,3256.808
87a1-27b5,11/2/10,251,1032,1979.816
89ba-a7bb,10/7/11,14,1028,256.595207984919
93a6-983e,9/3/10,81,1032,571.344
a404-bc67,4/4/10,71,1032,987.784
2337-4c2d,7/11/11,266,1032,1643.208
3b45-3dd3,12/12/09,222,1032,1790.648
58d0-c692,9/17/10,700,1032,6947.096
703a-6574,4/14/12,14,1066,173.968
83b0-04d3,7/4/10,320,1032,3782.23127371672
8f10-ad88,5/26/10,52,1032,613.624
fab7-a229,3/3/09,142,1032,1453.728
ffa1-8216,1/18/10,62,1028,881.256
1cfa-a184,6/13/10,1137,1032,11552.896
335a-0ce6,10/5/08,482,1032,5065.192
34d7-33ba,8/8/09,366,1020,3294.176
4f55-7bda,12/19/10,272,1032,1779.264
6393-14c4,11/7/08,538,1048,4442.688
7f20-dedd,8/15/06,1025,1004,16420.7606983055
858c-8ba7,10/2/09,47,1032,729.096
85cd-e91b,7/4/11,18,1268,255.192
93ec-e1bf,9/23/11,13,1154,273.4
b5a2-b929,11/9/11,49,1032,436.864
bf44-8364,11/3/07,96,1032,1708.91470487978
6653-5c57,2/3/10,82,1028,862.051451109021
77de-2170,10/28/09,287,1020,4610.19643941123
ba7b-d865,8/29/09,799,1042,14553.744
c38e-8915,10/15/11,76,1032,677.752
fddf-4feb,1/27/11,147,1436,1036.68121603993
2261-1c5a,3/22/11,4,1410,48.44
2575-1989,9/30/08,120,1032,2428.096
36fe-39e1,11/2/07,168,1032,2548.568
49d8-1388,9/7/11,31,1032,226.432
8514-081f,10/16/10,127,1842,1151.136
04bd-f8f8,12/20/09,268,1032,2000.464
15d8-8f91,8/11/07,530,1032,10017.5294008481
1662-1736,1/20/07,403,1032,4281.68
362c-d7b3,7/18/09,53,1424,615.808
3a3b-3b91,3/16/11,47,1032,327.256
437f-0583,7/11/09,249,1032,2411.992
5b26-af80,5/19/07,199,1032,2660.20360424337
7786-3bfd,7/12/10,68,1724,544.992
afd0-f2e0,4/10/10,248,1288,1923.728
b5fb-c8f3,9/7/10,70,1032,805.144
e5ad-e37c,6/24/08,2551,1032,23319.2582545668
11bc-7df6,3/14/09,231,1032,2203.2
31aa-f3d6,4/29/12,5,1032,39.192
6369-05ed,2/20/09,349,1024,5818.672
6ab2-6e92,4/14/09,106,1032,1032.504
6129-acee,5/23/11,412,2606,1257.56525710676
8c2e-b8f6,9/13/10,11,1042,184.032
8cd0-cc8b,1/7/09,43,1032,982.864
952a-ea12,1/8/11,229,1032,1525.592
9670-2e79,11/8/09,138,1032,1693.71615731956
f4dd-0875,11/15/08,573,1020,9848.86692770814
fb5c-333e,4/19/10,53,1032,578.096
4d10-d134,1/31/09,131,1032,1179.848
6f20-6c3a,4/1/08,390,1048,3655.392
87ea-e9f8,7/20/08,168,1032,2281.688
b516-9c9f,6/4/10,9,1032,103.672
cc14-06a5,10/11/08,507,1032,3862.016
e001-d8eb,4/23/12,8,1032,70.288
fdc7-9189,4/10/09,511,1032,4351.176
16f3-df52,6/11/07,171,1032,1950.28
59d2-e73f,8/8/09,145,1032,1587.312
69bc-b4ca,7/3/10,127,1032,916.152
7e56-7005,11/15/09,72,1020,630.808
c2c5-ff7d,8/29/09,854,1066,8326.92
ccf2-ac52,12/30/09,127,1020,974.168
12c9-a204,12/24/09,385,1020,3550.06047489075
1457-8ed5,12/2/08,409,1032,3735.39162641161
3261-08a8,8/23/09,152,1032,1402.224
a5c1-dffd,8/25/09,507,1078,4928.112
bcc0-e7c2,12/17/11,18,1032,99.496
e6d3-4b7c,6/3/08,315,1078,7304.784
32aa-04ad,10/12/11,28,1032,222.248
46cc-e588,1/10/09,295,1570,3905.5722030756
5353-f147,1/24/11,56,1032,534.232
5703-5ebe,11/12/10,9,1020,125.904
73c6-ee97,4/29/07,202,1032,2004.968
cd14-4930,10/8/10,227,1032,1678.288
2f61-2878,6/17/10,112,1032,855.559593037207
6dec-9671,10/19/09,45,1032,703.248
970c-6091,2/18/10,269,1032,1929.152
f2b7-bfe5,12/9/11,59,3834,234.739364041833
3f64-3e1f,10/19/11,17,1716,139.576
4814-db99,4/16/12,1,1058,17.3133344158299
8555-a768,1/12/11,122,1032,1254.448
4c46-a4bf,9/1/10,429,1032,3820.408
a2b2-0680,7/25/08,163,1032,1946.6
a641-ca87,10/3/11,10,1004,129.416
ad2d-bce2,3/27/08,863,1032,17754.3697851753
b9a2-35e3,12/8/07,593,1032,5683.968
14b1-47bd,11/24/09,123,1020,1394.272
3101-876f,1/11/12,18,1032,187.376
5c5b-bb04,8/26/07,354,1032,8764.62546415102
8c69-6547,7/14/07,114,1032,995.15658644086
a5cb-92df,12/31/08,539,1048,4745.10708308555
e2d7-5920,3/22/09,263,1074,2648.696
ffaf-a80b,6/27/10,107,1032,859.24
1c1c-84aa,11/7/08,142,1032,1803.768
271e-9d80,3/9/09,507,1032,4256.96
3e3d-b0e0,10/1/08,178,1032,1475.64
60d6-7c7f,7/3/10,78,1032,752.605078321073
6af7-105d,2/8/09,286,1032,2578.16
d657-2b38,11/18/07,221,1032,3201.48
f70f-8345,2/16/11,492,1032,2312.96
5a84-3a86,2/5/10,418,1032,4088.45663863035
b53e-57e9,4/5/12,15,1032,335.216
c743-7106,4/20/08,165,1032,1996.00647197931
089f-977d,8/12/07,432,1032,4158.096
1bbf-77e1,3/14/10,364,1708,2706.472
2ad8-d473,7/23/11,93,1032,1027.608
2e47-985b,8/20/10,68,1684,1473.18528419412
47c5-4b28,6/21/09,190,1032,1400.07368114851
63d3-a61d,9/12/11,36,1032,364.096
65e7-c727,7/2/11,145,1032,982.272
74ce-b707,11/16/10,128,1032,778.24
b114-5bac,3/17/11,60,1134,366.798536277671
f99d-65e5,3/6/10,449,1032,2858.376
32d1-c8f5,7/3/10,324,1032,2656.776
bdc2-68d4,5/3/12,7,1032,67.616
c797-b956,2/26/11,15,1032,96.944
d424-4583,11/19/11,41,1032,326.6
fbd6-1854,1/25/09,248,1024,4621.27315665493
0ec5-f98c,10/23/07,564,1032,5200.616
151a-e74e,4/29/11,477,1032,4082.424
1be5-419a,6/16/07,184,1032,3151.736
3bfa-6dca,7/24/09,242,1032,1955.376
42c3-680e,9/30/10,312,2178,2725.41234781522
60b3-7f70,1/6/09,476,1048,3871.25639050993
bb8f-99de,9/4/11,114,1032,1198.42305462302
737b-0fe5,3/30/07,761,1032,6720.37703763645
7cf8-5a2f,1/2/10,681,1048,6514.30256398784
8c3a-20e6,7/16/08,1388,1032,13013.872
a771-e412,10/14/09,355,1032,3632.48978648335
a7c4-77da,4/12/12,3,1032,22.416
b9f0-00aa,5/14/10,9,1032,57.736
d01f-c3fc,1/8/11,14,1558,190.32
ebc5-fd20,12/5/09,243,1032,2903.912
47b0-9733,3/6/08,348,1032,3036.1863384
5b32-3bd2,2/25/08,418,1032,3040.53304041743
5f6f-d6e8,5/3/08,869,1032,17027.8363031874
860a-c1d5,9/19/09,92,1032,1154.944
9657-c9f5,11/6/08,302,1032,3800.016
b54d-8ffe,11/12/09,59,1032,441.929442410876
d06d-d958,4/5/09,323,1032,2783.776
e43a-8295,10/25/08,177,1032,1988.23405828714
4fd7-1398,4/15/10,755,1032,9686.21248002622
6ef1-6ffa,7/27/08,311,1032,3058.68
780a-d9d6,2/6/10,48,1032,804.408
80dd-f16e,8/29/09,395,1596,4443.488
8e34-277b,4/21/09,398,1032,3566.712
a7c5-6a64,3/3/12,13,1636,111.544
0b8f-85c6,8/16/09,82,1032,781.68
19ae-40ae,10/14/09,73,1112,1015.936
5412-def2,1/20/12,79,1032,663.288
9140-76c5,2/4/09,338,1032,2452.04
2eb9-869c,1/3/10,798,1032,6346.86751955287
4a97-5e37,1/23/12,38,1032,259.616
599f-0b8f,7/6/11,77,1032,791.632
d1b6-7970,12/14/08,652,1090,4592.94144291031
e9aa-3bbb,8/29/11,245,1024,2881.6
1642-b02a,9/15/08,205,1032,1543.256
6f99-5f34,1/20/11,25,1004,434.088
b0dc-50d8,9/16/08,134,1020,3420.44799315313
c15e-afce,4/14/12,3,1032,18
e599-7649,9/24/10,312,1032,2106.584
fa42-826f,3/8/10,226,1032,1885.1575707744
11d2-f037,7/12/10,225,1032,1475.46132952993
350a-1013,2/14/10,144,1052,1746.89659461477
a436-9387,8/18/09,264,1004,3107.328
f70b-f25e,3/22/09,392,1032,3145.328
2e8d-5333,7/24/10,197,1028,1566.424
63eb-888c,9/2/11,100,1032,1290.26750664833
6b9a-477c,9/16/11,163,1032,894.224
7bb5-57cd,2/3/09,73,1032,631.944
81e2-de3e,2/6/08,369,1004,4575.968
e39e-23bc,1/19/11,113,1032,1327.688
291f-48e0,3/16/08,315,1032,2457.552
9285-98bd,4/23/12,13,1032,141.296
a802-91db,5/2/12,6,1032,37.432
aeda-2344,2/17/07,365,1032,4340.968
d96f-8649,2/23/08,836,1032,7950.656
e2e0-c335,12/21/09,66,1048,828.617587734982
e714-75e9,6/26/11,55,1020,588.459990478751
fbda-dc99,8/30/11,35,1020,1101.928
fce8-8ff3,5/15/10,29,1094,449.112
45c5-61d1,1/23/10,134,1032,1584.208
89f7-02d2,10/24/10,5,1020,144.128
a56d-10a4,8/26/09,152,1556,1657.664
b234-ba83,6/26/11,25,1028,322.033507836353
ba07-bb88,7/10/09,809,1032,9009.352
f232-caf9,7/30/10,136,2384,1302.48049128541
f3a8-7cb0,8/3/11,23,1004,165.24
f5c4-8883,1/13/12,6,1004,41.416
0a43-89c5,9/26/11,54,1032,483.424
2e49-c2c9,2/2/08,553,1032,4970.88601173547
8234-1d77,5/9/10,47,1004,812.848
8d05-b945,3/3/12,29,1032,385.848
9d8f-0b4d,2/9/08,1609,1032,12866.3840243879
a617-17ea,2/3/09,1519,1032,15950.6
c365-e004,12/26/09,167,1032,1807.752
33f7-6f95,9/28/08,161,1020,1607.984
3c79-c509,7/14/08,339,1032,3890.1531277462
522b-e3bc,1/31/09,80,1032,654.776
5843-4a95,10/3/09,338,1032,2825.208
9187-41c9,12/15/11,59,1032,452.12
b1d3-51e4,5/8/10,18,1032,115.944
ccaa-650b,8/29/09,325,1032,3128.992
d4c6-5757,8/31/09,480,1032,4088.728
26fe-362f,5/24/10,243,1032,1528.968
353b-6d17,8/20/11,42,1042,527.176
387d-8983,2/14/11,22,1032,231.048
441c-91be,7/26/10,39,1040,535.536
7bd2-1e75,7/8/07,927,1032,9611.34242215206
98a3-8709,2/9/08,795,1024,8688.472
a253-c018,4/23/11,213,1032,1981.208
b7db-96f9,8/16/08,194,1032,2189.30674469455
0a1c-10fb,11/7/09,159,1032,1289.808
3326-7add,8/2/11,128,1032,917.44
92ba-75ea,8/14/11,156,1032,1341.168
e3e8-994c,12/30/08,47,1032,605.84
e94c-614e,7/1/08,193,1032,1970.352
fbe8-b9ee,7/9/10,144,1020,4480.776
013a-5e2c,11/1/08,481,1032,6367.40722211786
43ba-04ff,8/24/10,601,1032,5511.376
5f5a-ba29,2/16/09,629,1032,11555.456
bc96-aa7d,3/4/10,62,1082,828.618223742006
dd83-6bc4,4/11/08,246,1032,2921.89601968827
00a1-b9b0,1/7/10,208,1032,1375.44
10c0-e9ff,11/3/07,654,1032,6253.16583494375
2d3d-3592,9/3/10,670,1032,6799.392
7688-24e2,11/29/08,441,1032,8262.76
b4f7-8da7,2/13/10,46,1020,798.104
fa12-9eac,5/8/11,5,1594,23.888140871177
fa1a-6b26,9/18/11,26,1032,369.251360594796
5166-c1f1,10/18/08,515,1032,5155.36173211472
6082-c8a5,6/13/09,425,1020,4964.68
ceb3-4dcc,5/30/10,16,1082,228.08
14c5-5b3f,10/9/08,452,1028,4845.776
20f0-788a,6/2/10,127,1032,1721.824
3894-59bc,11/23/08,416,1028,3300.96
5a4d-a1a8,8/5/10,112,1032,994.23329663421
9d05-ab57,7/10/10,465,1032,4256.592
b59a-e91b,10/10/08,378,1032,3788.07701707918
be94-e4dc,10/23/09,204,1028,1892.424
bead-5ae1,8/26/09,539,1032,5331.22096208746
c7d1-c587,4/21/10,1542,1032,29537.424
e1bc-1d14,12/21/08,685,1032,10718.8921416484
f1f2-0b9e,9/6/10,178,1032,1412.16
0888-a2b2,1/22/12,26,1032,173.752
4f61-e9ac,5/23/09,267,1112,2518.256
8deb-4f1b,6/6/10,44,1032,488.648
a345-c4c6,4/15/10,125,1032,1445.76545038667
f5d6-2f21,1/24/09,711,1032,6179.216
011d-7c22,6/12/10,235,1032,1538.896
0524-c1ce,9/16/09,206,1032,2200.92
1322-3cf0,5/7/09,450,1032,3153.856
14dd-4b22,1/20/08,137,1048,1364.57389667462
220c-4b8d,2/22/11,6,1426,53.756387792328
294c-0d2e,1/8/12,85,1032,1051.232
508a-a7e4,11/1/09,177,1032,1094.512
85f6-9391,4/17/09,74,1048,997.312
93bb-d7f0,6/7/09,268,1554,2980.41964380424
c4ec-0d67,11/30/08,910,1024,6171.6978503676
d594-477c,8/1/07,1778,1032,30749.4000381941
08d4-1747,12/18/09,139,1032,1391.32
0dc7-0041,6/20/10,147,1020,2850.83308231848
70db-c65c,10/23/08,48,1032,584.136
7bc8-849a,6/21/09,887,1032,8290.56705103406
e78d-2468,8/9/08,208,1048,1608.66978237984
0f6b-5866,10/13/09,170,1032,1231.4
1936-7691,10/20/10,684,1410,9284.376
6083-72b9,3/22/09,437,1112,3702.41864622517
6670-2cba,8/16/10,161,2052,2105.39164156962
8b2f-4822,9/7/09,530,1024,3745.44
8e48-3ec5,10/6/07,65,1020,722.456
ddd9-a5b6,10/24/08,80,1032,1116.936
f585-d780,3/28/09,744,1020,7370.696
ff2a-49a7,4/7/07,153,1032,2612.0038271323
0ef1-eb3a,10/17/08,10,1004,173.896
0f55-3f46,12/3/09,791,1032,7292.85178459702
3232-7d18,9/18/11,97,1032,851.744
4482-0b6c,7/31/09,225,1032,2401.32
6f38-a16c,4/3/10,7,1028,105.830048544632
82e7-d2c4,11/16/08,91,1032,1987.344
93ae-4297,9/3/11,118,1032,686.507290389965
9576-0898,5/24/11,254,1032,2500.912
b82c-dbaf,4/25/09,529,1032,4133.83855953824
b990-1502,7/28/10,168,1032,1583.944
e39c-3f64,7/10/08,403,1032,5536.624
0588-75db,11/24/11,43,1032,352.536
7043-e5dd,7/28/07,509,1004,4518.95990800396
999f-ae3e,12/6/11,8,1032,45.648
b582-b79d,12/4/08,142,1032,2584.52
b79a-67a2,8/8/09,491,1032,5837.696
3004-e925,4/19/12,8,1032,75.96
6cbc-67e5,4/28/10,292,1300,1825.31715057453
76bf-e6dd,10/15/10,112,1032,1075.24
78f1-147d,12/10/11,36,3482,318.181190976845
84bd-a9af,3/20/11,119,1032,908.016
90a9-ba31,12/12/11,73,1112,534.432
9ce3-5ed7,8/9/09,338,1032,3168.352
a4ff-8f7b,2/2/09,292,1028,3397.54598844389
b59a-d36a,12/19/10,49,1032,463.44
ba43-fe7d,11/12/09,121,1052,1718.18174487816
cb93-25cf,4/17/12,1,1032,9.944
ed3f-be99,12/21/11,17,1020,182.519472158176
fd13-a6db,8/9/10,23,1020,529.904
2bda-2f6c,9/16/07,171,1040,1592.52
bb38-0264,5/12/09,216,1032,1592.624
ee25-21bf,11/17/10,79,1090,735.28
0bcc-992b,9/16/09,370,1032,3308.33531448612
27bd-8b9d,2/11/12,15,1276,95.4772003092573
406b-2baf,1/6/08,478,1032,5052.096
5cb4-7ebe,8/10/11,270,1020,3203.712
c1a7-ebde,10/5/08,239,1032,2240.848
e629-65aa,4/5/10,413,1032,3927.84
fb76-a907,9/12/11,14,1028,125.56
0a24-d736,2/26/09,476,1032,3718.096
5d52-cc47,6/23/07,298,1032,3974.016
f58f-21a4,5/2/12,4,1032,44.568
1b2d-f420,2/28/11,28,1032,402.496
5359-31b4,7/4/10,269,1032,4732.168
8846-dde8,4/8/12,12,1032,170.832
9eca-777e,5/10/09,206,1032,2344.2
a16d-2616,2/29/08,745,1032,12240.4
d4c7-de9b,12/16/07,441,1032,5188.03472527473
e42a-b53d,3/9/11,6,1570,42.024
2f72-78e6,3/22/11,18,1032,177.952
31e6-b8b0,7/19/09,177,1032,1322.344
46fb-bdd3,9/12/09,151,1070,1838.49712265703
50c1-aa1f,3/5/12,10,1004,118.552
52b6-5ad7,2/10/09,137,1028,1305.432
54d5-9707,9/1/07,1054,1094,19547.8496334291
7d23-cf9e,1/1/11,17,1406,162.112
bb0d-6ad9,4/14/11,12,1750,139.768
d456-2641,9/21/07,277,1032,2729.648
f14c-95cb,3/19/09,356,1032,3814
12fd-9dc2,8/3/10,95,1024,904.037724333324
16b0-654e,10/6/09,507,1058,3425.72910302765
55a6-b913,10/26/09,311,1020,3602.16950389691
5faf-e80b,8/4/09,503,1078,3604.208
9cb0-3f70,3/31/10,341,1032,2846.688
a6fc-de05,1/20/10,356,1570,2915.984
de1b-6cab,8/18/10,221,1032,1444.88
0172-6d05,5/24/10,142,1048,1150.16
1065-31f2,12/25/11,225,1032,1668.792
55b6-56f6,2/19/10,287,1032,2615.8
649e-1bfc,6/13/09,101,1032,1875.53611757002
8953-28a3,9/22/08,215,1040,3240.01007125812
8c46-a4ab,9/3/07,335,1094,3581.94493166954
d44b-b5fc,12/25/09,308,1288,1991.408
2d70-5a88,1/3/09,677,1032,4246.52
3fc8-3865,8/11/10,265,1078,2599.272
5cb0-a2a6,12/7/08,843,1004,7099.432
6d75-2caa,1/18/10,102,1032,1005.184
755c-7bdb,5/16/09,15,1032,101.248
760b-e6b6,10/16/11,7,1066,51.6
8f67-5096,3/10/10,117,1042,1533.92
ba9b-aeec,6/24/07,144,1032,1954.07172069825
c79b-35b3,2/20/10,149,1032,1276.56
ec8c-1483,4/25/12,7,1032,80.224
2125-b4c2,10/3/08,543,1032,4503.208
3a64-77fa,6/3/07,340,1048,2612.99562022714
bf01-b51a,10/21/11,21,1032,162.104
ea31-f296,12/20/08,323,1032,2523.424
1dc7-2f61,5/28/07,284,1032,2582.208
2304-8e15,2/8/09,409,1032,4766.24
4e84-57fd,12/26/11,14,1048,204.4
7cdf-67e0,5/16/09,210,1086,2156.31981494075
9933-c601,4/20/12,1,1032,6.512
a434-98f3,8/17/09,126,1112,1613.464
e8a4-cd31,2/4/12,103,1032,630.376
f898-fe94,5/13/10,62,1032,1299.296
feb8-6d5e,1/17/12,79,1032,403.856
4f5d-0c2a,6/4/10,388,1032,2433.64
54ce-1644,7/3/09,236,1086,2332.25486116299
97ed-86ff,6/5/10,7,1032,54.808
b328-85f1,6/6/11,301,1032,2259.808
c23d-40eb,6/5/11,144,1046,1094.032
d188-0dbe,5/7/10,34,1032,340.528
6c1f-5fea,4/28/12,1,1032,5.296
1c67-8c1e,9/12/09,70,1004,899.984
28cd-406e,8/6/10,63,1032,832.208
7c71-c30e,2/17/09,1293,1032,32683.064
95af-f2b8,11/28/09,51,1032,615.219982706813
aef2-1cef,2/5/11,10,1032,129.024
e8a9-2c69,3/6/11,68,1032,717.28
14af-2a91,7/28/10,10,1024,94.912
4d12-320e,9/1/10,153,1410,1116.424
65bc-ab17,3/12/10,296,1032,2836.888
8b46-34eb,5/16/09,215,1032,1714.16601262943
96ff-07e4,4/14/09,144,1032,3909.29473346432
b68e-fe35,6/14/11,140,1078,967.696
b90a-faa0,2/15/09,453,1032,3722.256
d3b7-95f9,7/10/08,896,1032,7921.80418063717
092e-9efc,1/29/09,217,1020,3311.096
284c-febc,2/21/10,96,1020,1234.528
5732-c4f1,9/7/09,408,1032,5425.192
c60b-a11e,12/2/09,59,1032,575.712
c8ce-af36,11/29/09,286,1032,3841.272
cd93-210d,5/9/09,230,1028,6842.85339710674
4d1b-3a94,5/8/10,190,1066,1338.352
7074-934f,4/4/09,561,1032,4392.33512729768
76ae-efb8,7/3/10,94,1138,1078.272
bfcd-80d0,10/31/09,56,1070,430.44
ca5a-1b0a,6/28/09,598,1032,4058.616
f899-0b8c,9/26/10,123,1032,1101.472
05a5-d7ca,10/9/10,332,1048,3377.24397755968
43d9-d3ad,5/14/10,316,1032,2961.872
8c11-32f0,7/13/09,172,1028,1810.25711019768
9d99-53f2,12/1/10,36,1020,469.728
b7c8-3fb3,1/6/95,16,1000,248.792
ba0f-451f,11/22/08,463,1024,3697.80897188641
c5f2-bbf1,5/1/10,209,1032,3191.088
fa33-2a58,5/31/10,41,1042,397.104
4bd2-4a62,12/1/09,156,1032,1247
8ab7-665b,12/2/11,90,1032,430.456
a7a2-fba5,10/6/07,369,1032,6960.78349938938
df35-4001,3/16/10,242,1048,1153.32
e721-a3ea,8/11/11,274,1032,2113.168
f6e8-e767,2/8/08,948,1032,7511.152
6beb-349a,1/31/10,402,1042,3388.376
c548-7922,10/23/10,183,1596,1524.072
f52b-3462,5/17/08,1347,1032,10466.97792
fc80-164c,9/13/10,113,1032,851.158658253711
25e4-bafb,4/10/10,62,1032,536.152
492b-8922,11/5/10,79,1032,733.736
5d6e-1e2f,4/10/12,4,1032,21.64
853c-096d,7/2/09,157,1032,1030.376
a340-8d19,6/11/09,38,1020,622.248
b3d3-1271,3/16/08,567,1032,5401.8196735225
b6e5-41b7,8/19/11,10,1716,90.344
f985-760a,6/5/08,479,1112,4863.14931230441
308b-07d5,12/24/09,417,1032,5019.104
b75f-2f50,8/17/07,680,1032,11338.08
c228-8d91,4/29/12,2,1032,17.648
cbda-9bbf,10/3/09,341,1032,3701.96
5a75-778b,1/18/11,59,1032,581.192
8c60-abee,10/21/11,137,1596,1615.776
9386-8d02,5/24/09,84,1048,571.496
ce5b-00d8,1/20/09,46,1032,528.16
0125-c39c,11/2/08,428,1032,4544.272
0cb1-5a68,3/1/09,307,1024,3256.896
a721-f473,4/28/12,4,1032,68.752
a761-639b,9/27/08,152,1074,1541.432
acec-33e0,9/8/10,300,2606,1521.54097603885
3a8c-4e2e,1/26/08,154,1032,2817.72
4328-5433,3/6/10,515,1032,3551.496
6952-e050,7/21/10,171,1032,1167.656
7eda-6738,4/13/11,23,1032,230.24
a8ce-328f,1/22/12,44,1112,1173.008
b474-9199,8/4/07,225,1032,2821.464
3b90-2353,9/14/10,23,1032,220.16
5bd1-1d38,4/11/09,221,1020,3656.032
b37c-0079,5/4/12,2,1032,14.44
bb21-b6c6,3/23/11,169,1032,2363.592
